,Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
92,Guyana,GUY,8.48414993286133,8.39729976654053,8.36553955078125,6.9559001922607395,5.512939929962161,8.13973045349121,5.08925008773804,3.75261998176575,,3.3027400970458998,3.6385500431060804,3.59204006195068,3.18242001533508,,5.84795999526978,5.21482992172241,6.06099987030029,6.2300701141357395,5.4935798645019505,
93,High income,HIC,4.67240500450134,4.9310097694397,4.80590009689331,4.804669857025151,4.86924004554749,4.89174485206604,4.785374879837041,4.674134969711299,4.85126495361328,5.07431983947754,5.312739849090581,4.9698600769042995,4.8404049873352095,4.96561002731324,5.05122995376587,5.00505018234253,5.01359987258911,4.93924999237061,,
94,"Hong Kong SAR, China",HKG,,3.90370011329651,4.01554012298584,4.28529977798462,4.5589599609375,4.134630203247069,3.84278988838196,3.45455002784729,3.26062989234924,4.39212989807129,3.51003003120422,3.41822004318237,3.5096099376678502,3.76031994819641,3.57255005836487,3.2621200084686297,3.29264998435974,3.3101000785827597,3.32651996612549,3.8105800151825
95,Honduras,HND,,,,,,,,,,,,,,5.874929904937741,7.0901198387146,6.412970066070559,,,6.06746006011963,
96,Heavily indebted poor countries (HIPC),HPC,2.59340000152588,2.707200050354,2.63659501075744,,3.0292599201202406,3.02347505092621,,,2.7592850923538195,3.23272001743317,3.50222992897034,3.2822449207305895,3.20938992500305,3.39098501205445,3.85620999336242,3.7357950210571302,3.09609007835388,3.7873098850250204,3.54720997810364,
97,Croatia,HRV,,,3.81978011131287,3.8643798828125,3.81904006004334,,,3.96519994735718,4.281829833984379,4.391839981079101,4.24204015731812,4.150109767913819,,4.5648698806762695,,,,3.9171299934387203,,
98,Haiti,HTI,,,,,,,,,,,,,,,3.0245199203491198,3.1572299003601096,2.4495899677276602,2.6894500255584703,2.78046989440918,
99,Hungary,HUN,4.86840009689331,4.9310097694397,5.1792302131652805,5.791150093078611,5.33585977554321,5.330920219421389,5.29608011245728,5.14305019378662,4.97358989715576,4.95804023742676,4.7612099647522,4.59010982513428,4.163859844207759,4.19773006439209,4.61743021011353,4.51866006851196,4.6553897857666,4.6670999526977495,,
100,IBRD only,IBD,3.90146005153656,3.7711249589920097,3.78507506847382,3.8643798828125,3.69885003566742,3.8992999792099,3.90346002578735,3.82490491867066,4.16206502914429,4.48398017883301,4.24204015731812,4.150109767913819,3.8675000667572004,4.09911012649536,,,4.41101002693176,4.30766010284424,,
101,IDA & IBRD total,IBT,3.4301700592041002,3.50342011451721,3.38608002662659,3.4589049816131605,3.3488450050354,3.51213002204895,3.6690599918365496,3.60984992980957,3.92627000808716,4.25346994400025,3.8823900222778303,3.81939995288849,3.69000506401062,3.8014900684356703,4.068289995193481,4.12771010398864,3.96209001541138,4.0885901451110795,,
102,IDA total,IDA,2.59340000152588,2.90390992164612,2.82522010803223,,3.0292599201202406,3.3096399307251,,,3.3444299697876,3.3560199737548797,3.5210149288177504,3.1024799346923797,3.47949004173279,3.45445990562439,4.005110025405879,3.93996512889862,3.4193000793457,4.03133010864258,3.69643998146057,
103,IDA blend,IDB,,,,,2.6508849859237595,2.46844506263733,,,,,4.25094008445739,,5.50903987884521,5.53926491737366,5.28021001815796,4.91640496253967,5.362669944763179,5.324010133743291,4.40865004062652,
104,Indonesia,IDN,,2.46003007888794,2.6456899642944305,3.21799993515015,2.74847006797791,2.8728199005127,,3.04425001144409,2.90190005302429,3.52513003349304,2.8122799396514906,3.18944001197815,3.40748000144959,3.35904002189636,3.28800988197327,3.58360004425049,,,,
105,IDA only,IDX,2.61943995952606,2.90390992164612,2.77578997612,,3.0760049819946302,3.3646399974823,3.4035000801086404,,3.403559923172,3.61195003986359,3.5210149288177504,3.1024799346923797,3.34443998336792,3.3275101184845,3.69521999359131,3.75254499912262,3.2576950788497903,3.80347990989685,3.69643998146057,
106,Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,
107,India,IND,4.32479000091553,,,3.61340999603271,3.35254001617432,3.18875002861023,3.14284992218018,,,3.27824997901917,3.377690076828,3.7961800098419203,3.8675000667572004,3.84467005729675,,,,,,
108,Not classified,INX,,,,,,,,,,,,,,,,,,,,
109,Ireland,IRL,4.1366400718689,4.0918698310852095,4.10604000091553,4.2055401802063,4.4862999916076705,4.522160053253169,4.54550981521606,4.71224021911621,5.4441499710083,6.135089874267581,6.03804016113281,5.85826015472412,5.7657299041748,5.33460998535156,4.88139009475708,3.75829005241394,3.7197299003601096,3.5068600177764906,,
110,"Iran, Islamic Rep.",IRN,4.03064012527466,4.07168006896973,4.48487997055054,4.36322021484375,4.29662990570068,4.05650997161865,4.2899899482727095,4.59680986404419,3.91375994682312,3.8424499034881605,3.70918011665344,3.4849700927734397,3.16859006881714,3.0679500102996804,2.8013501167297403,2.79738998413086,3.3657600879669203,3.7904000282287598,3.9553599357605,
111,Iraq,IRQ,,,,,,,,,,,,,,,,,,,,
112,Iceland,ISL,6.4471697807312,6.73002004623413,7.31757020950317,7.254779815673831,7.15629005432129,7.35609006881714,7.29924011230469,6.9887199401855495,7.10258007049561,7.18424987792969,6.97847986221313,6.81823015213013,7.596360206604,7.491219997406009,7.68858003616333,7.5129098892211905,7.49521017074585,7.65821981430054,,
113,Israel,ISR,6.11802005767822,6.376910209655759,6.4663801193237305,6.349530220031741,5.9443998336792,5.759759902954099,5.76049995422363,5.50217008590698,5.53543996810913,5.4945502281189,5.5353498458862305,5.56688022613525,5.699810028076169,5.88489007949829,5.79265022277832,5.8673000335693395,5.85713005065918,6.0926198959350595,,
114,Italy,ITA,4.29107999801636,4.65009021759033,4.43240976333618,4.54179000854492,4.38520002365112,4.23829984664917,4.52545022964478,4.1050300598144505,4.38794994354248,4.523719787597661,4.334119796752931,4.11568021774292,4.05601978302002,4.14367008209229,4.06127977371216,4.07362985610962,3.8157899379730202,4.04493999481201,,
115,Jamaica,JAM,4.9834699630737305,5.381030082702639,5.37522983551025,4.25684976577759,3.91254997253418,4.61641979217529,,5.49022006988525,6.19131994247437,6.198480129241941,6.37060022354126,6.26664018630981,6.112460136413571,6.25108003616333,6.016540050506589,5.45577001571655,5.31508016586304,5.2606201171875,5.414780139923099,5.16918992996216
116,Jordan,JOR,,,,,,,,,,,,,,,,,3.5141201019287096,3.28404998779297,3.03434991836548,3.07253003120422
117,Japan,JPN,3.51617002487183,3.45707011222839,3.4653699398040803,3.52368998527527,3.483069896698,3.3686199188232404,3.3290901184082,3.3309400081634504,3.3191499710082994,,3.63949990272522,3.6425800323486297,3.6922600269317596,3.66538000106812,3.5905900001525897,,3.1861801147460898,3.18217992782593,,
118,Kazakhstan,KAZ,3.25661993026733,,3.0297000408172594,,2.25590991973877,2.26353001594543,2.62678003311157,2.8313899040222203,2.5894598960876496,3.06071996688843,,,,,,2.7885799407958998,2.97810006141663,2.75081992149353,2.61595010757446,
119,Kenya,KEN,5.1867299079895,5.20621013641357,6.17199993133545,6.49426984786987,6.796929836273191,7.3356499671936,7.04983997344971,,,,5.50822019577026,5.33528995513916,5.50903987884521,5.41137981414795,5.28021001815796,5.27133989334106,5.362669944763179,5.36668014526367,5.30625009536743,
120,Kyrgyz Republic,KGZ,3.50838994979858,3.85418009757996,4.44545984268188,4.47541999816895,4.62243986129761,4.87383985519409,5.549860000610349,6.46700000762939,5.913189888000491,6.2326798439025906,5.81883001327515,6.7906198501586905,7.3842301368713406,6.780200004577639,5.53159999847412,5.98550987243652,6.5861501693725595,6.026189804077151,,
121,Cambodia,KHM,1.65599000453949,1.72221994400024,1.7112100124359098,,1.7198200225830098,,,1.5993000268936202,,1.6656800508499099,1.53378999233246,1.51068997383118,1.56089997291565,2.0505399703979497,1.90938997268677,,,,2.16285991668701,
