,Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
122,Kiribati,KIR,11.185870170593299,11.9881200790405,,,,,,,,,,,,,,,,,,
123,St. Kitts and Nevis,KNA,4.611090183258059,4.26530981063843,3.79239010810852,3.66258001327515,3.80363988876343,3.62899994850159,4.05925989151001,4.1938099861145,,,,,,,,2.6434600353241,,,,
124,"Korea, Rep.",KOR,,,,,,,,,,,,,,,,,4.33309984207153,,,
125,Kuwait,KWT,,6.585830211639401,6.551109790801999,,5.53506994247437,4.73833990097046,3.75997996330261,,,,,,,,,,,,,
126,Latin America & Caribbean (excluding high income),LAC,3.94893002510071,4.04286015033722,3.88385510444642,3.5350499153137203,3.9744799137115496,,4.02246499061584,4.08301019668579,4.832239866256709,5.4635500907897905,4.83382987976074,4.72689008712769,4.64307022094727,5.00464010238647,5.2606201171875,4.99870014190674,4.27918004989624,4.52281999588013,,
127,Lao PDR,LAO,1.5036900043487502,1.9902800321579,2.82522010803223,,2.4130001068115203,2.4140899181366,2.95879006385803,3.07841992378235,2.27854990959167,1.65485000610352,1.70978999137878,1.70801997184753,1.82147002220154,3.2338099479675297,2.9378099441528303,,,,,
128,Lebanon,LBN,,2.84148001670837,2.5527100563049303,,2.64094996452332,2.64618992805481,2.77975988388062,2.58357000350952,2.01479005813599,1.76570999622345,1.61330997943878,1.6525199413299598,2.14808988571167,2.43245005607605,,,,,,
129,Liberia,LBR,,,,,,,,,1.7016600370407098,,,,1.7771199941635099,1.7346600294113201,2.27909994125366,,,2.76128005981445,2.5841200351715097,
130,Libya,LBY,,,,,,,,,,,,,,,,,,,,
131,St. Lucia,LCA,,5.707330226898191,,3.5344901084899902,3.4364600181579603,4.23895978927612,4.69669008255005,,4.48353004455566,3.0676600933075,3.4828999042511,3.58823990821838,3.27298998832703,3.85984992980957,3.8806900978088397,3.86772990226746,5.2082800865173295,,3.33179998397827,
132,Latin America & Caribbean,LCN,3.77583003044128,3.84468007087708,3.88385510444642,3.5350499153137203,3.74560499191284,,3.79288995265961,3.85516512393952,4.6390898227691695,5.3257451057434,4.67062997817993,4.410675048828129,,5.00464010238647,5.2606201171875,4.93700504302979,4.618155002594,4.535510063171389,,
133,Least developed countries: UN classification,LDC,2.59340000152588,2.68282496929169,2.63659501075744,,2.81261992454529,2.97837996482849,,,2.77728009223938,2.957200050354,3.4213199615478502,2.58503496646881,2.87204003334045,3.2592300176620497,3.38488006591797,3.67008996009827,3.06023001670837,3.9093199968338,3.69643998146057,
134,Low income,LIC,2.64547991752625,3.1683149337768595,,,3.10713005065918,,,,3.01329505443573,,3.04429996013641,3.1024799346923797,3.04071497917175,3.06768000125885,3.3362950086593597,3.6323399543762203,3.0253399610519396,3.44906997680664,,
135,Liechtenstein,LIE,,,,2.46013998985291,2.4333300590515097,,2.0538098812103303,1.92119002342224,2.04836988449097,,,2.55604004859924,,,,,,,,
136,Sri Lanka,LKA,,,,,,,,,,2.05590009689331,1.71774005889893,1.8086099624633798,1.49617004394531,1.62107002735138,1.9328800439834601,2.22874999046326,3.4491999149322496,2.79924988746643,2.12420988082886,
137,Lower middle income,LMC,3.00160002708435,,3.2255799770355202,3.3740400075912405,3.35254001617432,3.54625010490417,3.60536003112793,,4.33913993835449,4.661630153656,4.5475800037384095,4.13754987716675,4.6936349868774405,4.668050050735469,4.53462481498718,,4.39289999008179,4.4305100440979,3.98943996429443,
138,Low & middle income,LMY,3.4301700592041002,3.6844849586486803,3.27149498462677,,3.28633499145508,3.5221800804138197,3.6690599918365496,3.60984992980957,3.9387800693512003,4.30935502052307,3.94457006454468,3.81939995288849,3.73681998252868,3.8014900684356703,4.03524994850159,4.07843017578125,3.82523989677429,4.07372999191284,,
139,Lesotho,LSO,10.0915498733521,9.36505031585693,10.1004495620728,13.2195701599121,11.1090097427368,12.0796604156494,11.271280288696301,,12.083499908447301,,,,,,,,,7.96331977844238,6.98518991470337,
140,Late-demographic dividend,LTE,3.8539900779724103,3.89494001865387,4.09362506866455,4.20755505561828,4.079349994659419,3.93859004974365,3.89148998260498,4.2911899089813295,4.3347749710083,4.7965099811554,4.9001400470733705,4.60902976989746,4.60969996452332,4.8785500526428205,4.89528512954712,4.70590019226074,4.639220237731929,4.535510063171389,,
141,Lithuania,LTU,,5.840380191802981,5.7925300598144505,5.1085100173950195,5.1691598892211905,4.87318992614746,4.82054996490479,4.5905499458313,4.834539890289309,5.57741022109985,5.312739849090581,5.1270899772644,4.76922988891602,4.60949993133545,4.49105978012085,4.2298898696899405,4.00394010543823,3.81282997131348,,
142,Luxembourg,LUX,,3.5557999610900897,,,,,,,,,,,4.09041023254395,,4.00789022445679,3.91820001602173,,3.56959009170532,,
143,Latvia,LVA,5.29064989089966,5.46503019332886,5.618460178375241,5.07451009750366,4.86113023757935,,4.71378993988037,4.65674018859863,5.395989894866941,5.55632019042969,5.07271003723145,4.93298006057739,6.58249998092651,6.98040008544922,5.27489995956421,5.31412982940674,4.712989807128911,4.39711999893188,,
144,"Macao SAR, China",MAC,3.34086990356445,2.73401999473572,2.86199998855591,2.79764008522034,2.24564003944397,2.2906498908996604,2.20638990402222,2.05451989173889,2.20792007446289,2.5464699268341096,2.62949991226196,2.68518996238709,3.33735990524292,2.0498600006103502,2.0320599079132102,2.98169994354248,3.07790994644165,2.68988990783691,2.7386999130249,
145,St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,
146,Morocco,MAR,,,,,,,,,5.34215021133423,5.26064014434814,,,,,,,,,,
147,Monaco,MCO,1.2553600072860702,,,,1.2438600063324,,,,,1.35459005832672,1.3173500299453702,1.5898900032043501,1.7800400257110602,1.3344000577926598,1.02195000648499,,1.37092995643616,1.45792996883392,,
148,Moldova,MDA,4.486390113830571,4.84684991836548,5.497910022735599,5.424890041351321,6.77103996276855,7.16270017623901,7.498990058898929,8.293370246887209,8.237270355224611,9.5097599029541,7.592299938201901,7.136380195617679,6.98338985443115,,6.2660198211669895,,5.6084499359130895,5.6184401512146,5.43973016738892,
149,Madagascar,MDG,2.4386899471283,2.707200050354,2.23179006576538,2.61094999313354,2.81261992454529,3.3096399307251,2.8309700489044203,2.9027400016784703,2.55433988571167,2.82512998580933,,2.38168001174927,2.34067010879517,1.77693998813629,2.3812301158905,2.21011996269226,2.6871900558471697,,2.82548999786377,
150,Maldives,MDV,,,5.79186010360718,5.32406997680664,4.66160011291504,5.0168399810791,4.64523983001709,4.41788005828857,4.4702901840210005,5.774930000305179,4.117469787597661,3.50659990310669,3.76038002967834,3.80012011528015,3.47045993804932,4.36654996871948,4.09970998764038,,,
151,Middle East & North Africa,MEA,,6.20182991027832,,,5.37147998809814,,4.2899899482727095,,4.46613502502441,,,,,,,,,,,
152,Mexico,MEX,3.99243998527527,4.24104022979736,4.45495986938477,5.07257986068726,4.72670984268188,4.84568977355957,4.6999201774597195,4.69050979614258,4.82006978988647,5.18794012069702,5.15922021865845,5.10564994812012,5.1030998229980495,4.69605016708374,5.2606201171875,5.2352399826049805,4.90949010848999,4.52281999588013,,
153,Marshall Islands,MHL,,,8.20897960662842,11.819800376892099,,,,,,,,,,,,,,,,
154,Middle income,MIC,3.60743999481202,3.70852994918824,3.39690506458282,3.64597499370575,3.4865200519561803,3.8992999792099,3.86626005172729,3.6549800634384195,4.18591022491455,4.57174015045166,4.52456498146057,4.13754987716675,4.01585495471954,4.12402009963989,4.53462481498718,,4.08115005493164,4.39409494400025,,
155,North Macedonia,MKD,,,3.3001499176025404,,,,,,,,,,,,,,,,,
156,Mali,MLI,2.9715600013732897,2.65844988822937,2.8962299823761,3.8055999279022203,3.85922002792358,3.5221800804138197,,,3.403559923172,3.8690400123596205,3.3438899517059304,3.75423002243042,3.47949004173279,3.2846500873565696,3.6480700969696005,3.80150008201599,3.09609007835388,3.7873098850250204,,
157,Malta,MLT,,,4.146259784698491,,4.47433996200562,,,5.98134994506836,5.57061004638672,5.17037010192871,6.45488977432251,7.79612016677856,6.5224299430847195,7.87614011764526,7.204949855804441,5.216350078582759,5.2075400352478,4.82437992095947,,
158,Myanmar,MMR,,,,,,,,,,,,0.7874400019645691,,,,,,2.08768010139465,1.92288994789124,1.93208003044128
159,Middle East & North Africa (excluding high income),MNA,,,,,,,,,4.46613502502441,,,,,,,,,,,
160,Montenegro,MNE,,,,,,,,,,,,,,,,,,,,
161,Mongolia,MNG,5.55037021636963,,7.21078014373779,,4.32572984695435,,,4.69013023376465,,5.14484977722168,4.645100116729741,4.60902976989746,5.195209980010991,4.94077014923096,4.714849948883059,4.1769900321960405,5.18061017990112,4.0885901451110795,,
162,Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,
163,Mozambique,MOZ,,,,,3.3451499938964804,4.01986980438232,3.88306999206543,,,,,,5.67216014862061,6.1153302192688,,,5.8650398254394505,5.505559921264651,5.49984979629517,
164,Mauritania,MRT,,2.10683989524841,2.27714991569519,2.36501002311707,1.9507999420166,,1.9585100412368799,,,,,2.33102011680603,2.15821003913879,2.2935400009155296,,,1.94405996799469,,,1.89546000957489
165,Mauritius,MUS,3.7691099643707298,3.11486005783081,3.06089997291565,4.41583013534546,4.31306982040405,4.07819986343384,3.6975100040435804,3.18540000915527,3.06307005882263,3.04731011390686,3.5514700412750204,3.33207011222839,3.41820001602173,3.61578989028931,4.91695022583008,4.886670112609861,5.01359987258911,5.02312994003296,4.83458995819092,4.7193498611450195
166,Malawi,MWI,5.24797010421753,4.50897979736328,,3.2156600952148398,,,,,,,3.53979992866516,4.1526198387146005,,5.4161701202392605,4.83983993530273,5.60866022109985,4.74856996536255,4.03133010864258,4.71483993530273,
167,Malaysia,MYS,5.9716100692749,7.48446989059448,7.65792989730835,7.5028800964355495,5.92389011383057,,4.48576021194458,4.37253999710083,3.95851993560791,5.97418022155762,4.966450214385991,5.762939929962161,5.73902988433838,5.48120021820068,5.21263980865479,4.89486980438232,4.75191020965576,4.67756986618042,4.48125982284546,4.16318988800049
168,North America,NAC,5.44199991226196,4.96956014633179,5.010729789733889,,,4.78214979171753,,4.78036022186279,4.63825988769531,4.85264015197754,5.36992979049683,5.27443981170654,,4.931049823760991,4.96174001693726,,,,,
169,Namibia,NAM,6.991390228271481,7.04744005203247,6.8991999626159695,6.27487993240356,,,6.15645980834961,,6.4839801788330105,,8.34961032867432,,,,,,,,,
170,New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,
171,Niger,NER,2.56264996528625,2.28120994567871,2.40162992477417,1.9363000392913798,,,2.56341004371643,3.03008008003235,2.74129009246826,3.3560199737548797,2.7447099685668905,3.1024799346923797,3.20938992500305,3.71428990364075,5.127449989318849,4.4946799278259295,2.9904499053955096,2.5816500186920197,3.54720997810364,
172,Nigeria,NGA,,,,,,,,,,,,,,,,,,,,
173,Nicaragua,NIC,3.00160002708435,,2.39101004600525,2.42200994491577,,,,,,,4.4842200279235795,,,,4.0832800865173295,4.07843017578125,4.08115005493164,4.35767984390259,,
174,Netherlands,NLD,4.58512020111084,4.69964981079102,4.80590009689331,5.0404200553894,5.06297016143799,5.109399795532231,5.04402017593384,4.88682985305786,5.02904987335205,5.43156003952026,5.48908996582031,5.46303987503052,5.4102201461792,5.5265598297119105,5.458899974823001,5.34815979003906,5.47959995269775,5.1750998497009295,,
175,Norway,NOR,6.46726989746094,6.83062982559204,7.43729019165039,7.41635990142822,7.2982702255249,6.86506986618042,6.3827600479126,6.53439998626709,6.2852201461792,7.103370189666751,6.74633979797363,6.4545202255249,7.37470006942749,7.48535013198853,7.69504022598267,7.569330215454099,8.03055000305176,7.91198015213013,,
176,Nepal,NPL,2.9751501083374,3.7083799839019798,3.15283989906311,3.11435008049011,3.17194008827209,3.3646399974823,3.60536003112793,3.5172100067138703,3.8051700592041002,4.6637601852417,3.63172006607056,3.84261989593506,3.76116991043091,3.4746499061584504,3.9930200576782204,3.70358991622925,4.44098997116089,5.51837015151978,5.10206985473633,
177,Nauru,NRU,,,,,,,,4.24615001678467,,,,,,,,,,,,
178,New Zealand,NZL,,6.56049013137817,6.40699005126953,6.4375300407409695,6.512030124664309,6.2789602279663095,5.95276021957397,5.915939807891849,5.50616979598999,6.280670166015629,7.00128984451294,6.93487977981567,7.150629997253421,6.6999797821044895,6.3444499969482395,6.337389945983889,6.433350086212161,6.28366994857788,,
179,OECD members,OED,4.7814002037048295,4.96468496322632,5.1792302131652805,5.09151005744934,4.9618649482727095,4.93913984298706,4.86410999298096,4.71224021911621,4.9334499835968,5.43156003952026,5.39120984077454,5.1144900321960405,4.99497509002686,5.13511013984681,5.14438509941101,5.10685014724731,5.0071101188659695,4.99449515342712,,
180,Oman,OMN,3.20023989677429,4.02030992507935,4.32506990432739,3.89697003364563,4.02837991714478,3.51722002029419,3.8593399524688703,,,4.187749862670899,,,,4.9701099395752,,,,,,
181,Other small states,OSS,5.33242988586426,5.03142499923706,4.9360899925232,5.5439701080322195,5.13947987556458,6.2866702079772905,6.243364810943611,,5.98067998886108,6.19893503189087,5.00652003288269,4.0122399330139205,3.21580004692078,3.61578989028931,4.91695022583008,,,5.02312994003296,,
182,Pakistan,PAK,1.8378200531005902,,,,1.7675900459289597,2.04972004890442,2.3955099582672097,2.63527011871338,2.74622988700867,2.5907800197601296,2.28687000274658,2.22175002098084,2.13628005981445,2.49343991279602,2.46592998504639,2.6500198841095,3.00291991233826,2.8995199203491198,,
183,Panama,PAN,4.75968980789185,4.10587978363037,4.19163990020752,4.16870021820068,3.5786600112915,,,,3.50229001045227,,,3.15900993347168,,,,,,,,
184,Peru,PER,3.22802996635437,3.03712010383606,2.82056999206543,2.9377999305725098,2.9578700065612797,2.83903002738953,2.6528100967407204,2.62940001487732,2.8677499294281,3.13994002342224,2.86730003356934,2.6635000705719,2.92276000976563,3.29729008674622,3.69599008560181,3.96933007240295,3.8131699562072794,3.93130993843079,3.7231600284576403,3.8472900390625
185,Philippines,PHL,3.1644001007080096,2.9246399402618395,2.89222002029419,2.9351799488067596,2.46983003616333,2.3280699253082298,2.42579007148743,2.48517990112305,2.5828299522399902,2.53777003288269,,,,,,,,,,
186,Palau,PLW,8.0280704498291,7.71560001373291,7.52929019927979,,,,,,,,,,,,,,,,,
187,Papua New Guinea,PNG,,,,,,,,,,,,,,,,,,1.96493005752563,1.9308899641036998,
188,Poland,POL,4.99361991882324,5.329750061035161,5.39797019958496,5.33218002319336,5.355740070343019,5.426119804382321,5.205780029296879,4.868370056152339,5.04047012329102,4.9891300201416,5.06842994689941,4.82011985778809,4.81181001663208,4.9401102066039995,4.90918016433716,4.812260150909419,4.639220237731929,4.55956983566284,,
189,Pre-demographic dividend,PRE,2.57802498340607,2.65844988822937,2.6793200969696,,3.0292599201202406,2.8871700763702406,,,2.67623507976532,,3.45038497447967,2.93462491035462,3.04071497917175,3.2846500873565696,3.6480700969696005,3.67008996009827,3.0781600475311297,4.03133010864258,3.69643998146057,
190,Puerto Rico,PRI,,,,,,,,,,,,,,6.48108005523682,6.07265996932983,,,,,
191,"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,,,,,,,,,,,
192,Portugal,PRT,5.1638498306274405,5.3371300697326705,5.25871992111206,5.28152990341187,5.04638004302979,5.073949813842769,4.90767002105713,4.92147016525269,4.69609022140503,5.56314992904663,5.41248989105225,5.12333011627197,4.94940996170044,5.2709698677063,5.12400007247925,4.88554000854492,,5.0156102180481,,
193,Paraguay,PRY,4.2302098274231,3.83357000350952,3.4077301025390603,3.3827600479126,2.86989998817444,,,2.73951005935669,,,2.77293992042542,3.69727993011475,3.6675400733947794,,,,3.43833994865417,,,
194,West Bank and Gaza,PSE,,,,,,,,,,,6.725470066070559,5.70270013809204,5.1326799392700195,5.30249977111816,,5.14135980606079,5.7177300453186,5.2523398399353,,
195,Pacific island small states,PSS,,,,,,,,,,,,,,,,,,,,
196,Post-demographic dividend,PST,4.86840009689331,4.94540977478028,5.1792302131652805,5.19501996040345,5.1691598892211905,5.109399795532231,4.985310077667241,4.88682985305786,4.86799001693726,5.08582019805908,5.36992979049683,5.12333011627197,4.95658016204834,5.04048013687134,5.14438509941101,5.2059202194213805,5.05725502967834,5.06993007659912,,
197,French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,
198,Qatar,QAT,3.72598004341125,3.2001900672912598,3.8465600013732897,3.3739399909973105,3.46258997917175,3.97187995910645,,,4.22755002975464,3.4131500720977797,4.53965997695923,4.0122399330139205,3.50744009017944,4.07384014129639,3.6053500175476096,,,2.86383008956909,,2.6953499317169203
199,Romania,ROU,2.8686299324035605,3.2662899494171103,3.5041298866272004,3.54397010803223,3.31273007392883,3.50039005279541,4.30650997161865,4.14953994750977,4.0971999168396005,4.00213003158569,3.49537992477417,3.0594298839569105,2.9540998935699503,3.04938006401062,3.1264200210571302,3.10676002502441,2.97410988807678,3.09539008140564,,
200,Russian Federation,RUS,2.93979001045227,3.1060199737548797,3.8350200653076203,3.67853999137878,3.5478699207305895,3.7719299793243395,3.86626005172729,,4.101749897003169,,,,3.79310011863709,3.7638299465179403,4.01387977600098,3.8340299129486097,3.7604401111602797,4.6899099349975595,,
201,Rwanda,RWA,4.0951099395752,5.66606998443604,,,,,,3.9723300933837904,3.4898900985717796,,4.61529016494751,4.36721992492676,4.40365982055664,4.72194004058838,4.1797800064086905,3.6323399543762203,3.4193000793457,3.11083006858826,3.0737500190734903,
202,South Asia,SAS,2.5501151084899902,,,3.11435008049011,2.55604004859924,3.18875002861023,2.76917994022369,2.63527011871338,2.74622988700867,2.5907800197601296,3.377690076828,2.84187996387482,2.38984990119934,2.97394990921021,3.08057498931885,2.95290994644165,3.4491999149322496,3.47919487953186,,
203,Saudi Arabia,SAU,5.9098200798034695,7.71887016296387,7.6368899345397905,7.105090141296389,6.27747011184692,5.4309201240539595,5.89117002487183,,5.13781023025513,,,,,,,,,,,
204,Sudan,SDN,1.01217997074127,,1.42644000053406,,1.6298999786377,1.5630700588226298,1.96301996707916,,2.20143008232117,2.21867990493774,,,,,,,,,,
205,Senegal,SEN,2.4941198825836204,2.60248994827271,2.6793200969696,2.7721099853515603,3.04487991333008,4.05773019790649,3.76968002319336,,3.98678994178772,4.87013006210327,5.182519912719731,4.87895011901855,4.7331600189209,5.672500133514401,5.720210075378421,5.45637989044189,5.11309003829956,4.6249699592590305,4.8332800865173295,
206,Singapore,SGP,3.32130002975464,3.54249000549316,3.87853002548218,3.9819400310516397,3.65276002883911,3.19596004486084,2.85911989212036,2.9467499256133998,2.76460003852844,3.0101299285888703,3.08044004440308,3.03077006340027,3.0708599090576203,2.8543500900268595,,,,,,
207,Solomon Islands,SLB,,,,,,,,9.87994956970215,8.80091953277588,8.973259925842289,9.86063003540039,,,,,,,,,
208,Sierra Leone,SLE,4.94936990737915,3.4327199459075897,3.54527997970581,3.26061010360718,3.10713005065918,2.7969799041748,,2.5585100650787402,2.4131700992584197,2.7781400680542006,2.58863997459412,2.6689000129699703,2.87204003334045,2.37981009483337,2.66291999816895,,3.06023001670837,4.63576984405518,6.989630222320559,7.7022800445556605
209,El Salvador,SLV,2.83868002891541,,3.2428400516509996,3.13467001914978,,3.1778500080108603,3.49298000335693,3.60984992980957,4.45810985565186,4.65950012207031,4.04806995391846,3.8984999656677206,3.71247005462646,3.8014900684356703,3.8241600990295397,3.90987992286682,3.82523989677429,3.7252299785614,3.59242010116577,
210,San Marino,SMR,,,,,,,,,,,2.6288399696350098,2.70296001434326,,,,,,3.37033009529114,3.59285998344421,
211,Somalia,SOM,,,,,,,,,,,,,,,,,,,,
212,Serbia,SRB,,,,,,,,4.20983982086182,4.44199991226196,4.48398017883301,4.32780981063843,4.2383599281311,4.16420984268188,,3.9269800186157204,3.78902006149292,3.64026999473572,3.71509003639221,3.5853900909423797,
213,Sub-Saharan Africa (excluding high income),SSA,2.64670991897583,3.55069994926453,3.10662496089935,,3.1083800792694105,3.41591000556946,3.4350099563598597,,3.3444299697876,3.86788010597229,3.5210149288177504,3.1024799346923797,3.47949004173279,3.30608010292053,4.0171999931335405,3.80150008201599,3.09609007835388,3.91740500926972,3.98943996429443,
214,South Sudan,SSD,,,,,,,,,,,,0.9628900289535519,,1.0245000123977699,1.23246002197266,1.4655599594116202,1.54390001296997,,,
215,Sub-Saharan Africa,SSF,2.80913496017456,3.4327199459075897,3.06089997291565,,3.10963010787964,3.5221800804138197,3.56625998020172,,3.2853000164032,3.61195003986359,3.53979992866516,3.21727502346039,3.4488450288772596,3.3275101184845,4.03524994850159,4.14809000492096,3.2576950788497903,4.03133010864258,4.3037650585174605,
216,Small states,SST,4.9834699630737305,5.03142499923706,4.9080498218536395,4.8435001373291,4.877349853515629,5.5499150753021205,,,6.19131994247437,6.198480129241941,5.47338008880615,4.4910800457000795,3.41820001602173,3.8448150157928502,5.14201521873474,,,5.14187502861023,,
217,Sao Tome and Principe,STP,,,2.72058010101318,3.2469298839569105,3.23470997810364,4.85645008087158,4.27118015289307,6.28682994842529,5.5544900894165,10.6779003143311,9.65147018432617,,6.3395099639892605,5.93969011306763,3.74883008003235,3.8645000457763703,5.17306995391846,5.08415985107422,5.14906978607178,
218,Suriname,SUR,,,,,,,,,,,,,,,,,,,,
219,Slovak Republic,SVK,3.86468005180359,3.9356999397277797,4.24539995193481,4.20956993103027,4.10157012939453,3.75995993614197,3.70770001411438,3.52321004867554,3.5216500759124796,4.00641012191772,4.08471012115479,3.92964005470276,3.8677000999450697,4.076489925384521,4.2213602066039995,4.59954023361206,3.91171002388,3.9391300678253196,,
220,Slovenia,SVN,,5.756830215454099,5.67286014556885,5.70333003997803,5.64425992965698,5.60408020019531,5.59066009521484,5.1166100502014205,5.109519958496089,5.55496978759766,5.54546022415161,5.541259765625,5.620230197906491,5.4057297706604,5.29169988632202,4.90953016281128,4.80178022384644,4.78323984146118,,
221,Sweden,SWE,6.740149974823001,6.61764001846313,6.924349784851071,6.791429996490481,6.66310977935791,6.5064001083374,6.3642902374267605,6.17158985137939,6.34455013275146,6.74971008300781,6.52268981933594,6.366919994354251,7.5369701385498,7.611209869384769,7.573729991912839,7.4439001083374,7.6186199188232395,7.56883001327515,,
222,Eswatini,SWZ,5.508480072021481,4.83824014663696,4.44086980819702,5.81677007675171,5.40160989761353,6.48462009429932,6.5547599792480495,,6.61812019348145,6.471350193023679,6.11837005615234,6.86432981491089,,,7.07032012939453,,,,,
223,Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,
224,Seychelles,SYC,,,5.1933298110961905,5.374929904937741,,,4.77012014389038,,,,,3.6064400672912598,2.6139299869537402,3.6081299781799303,4.08368015289307,,4.42102003097534,,,
225,Syrian Arab Republic,SYR,,4.36048984527588,5.04693984985352,6.48084020614624,5.37147998809814,,5.34600019454956,4.87197017669678,4.59525012969971,5.13013982772827,,,,,,,,,,
226,Turks and Caicos Islands,TCA,4.71883010864258,4.84300994873047,5.06913995742798,4.72877979278564,,2.5409998893737797,,,,,,,,,,3.15744996070862,,,2.9143500328064,
227,Chad,TCD,2.64670991897583,2.42614006996155,,,1.59294998645782,1.69476997852325,,,,2.3117399215698198,1.98194003105164,2.25789999961853,2.20615005493164,2.8507099151611297,,,,2.45481991767883,,
228,East Asia & Pacific (IDA & IBRD countries),TEA,4.20893001556396,2.69233500957489,2.89222002029419,,2.74847006797791,,,3.07841992378235,3.5085000991821302,3.8619399070739706,4.07677006721497,4.60902976989746,4.8659598827362105,4.53239512443542,4.00142991542817,,,,3.16515493392945,
229,Europe & Central Asia (IDA & IBRD countries),TEC,3.34339499473572,3.3842399120330797,3.34311497211456,3.6112550497055094,3.3802150487899705,3.6420300006866495,3.86626005172729,3.96519994735718,4.16206502914429,4.32261490821839,4.24204015731812,4.150109767913819,3.90556514263154,4.31953501701355,4.8183097839355495,3.81152498722077,3.86126506328583,4.00481510162354,,
230,Togo,TGO,3.9209001064300497,3.76704001426697,3.4874498844146697,3.32609009742737,3.10963010787964,3.15978002548218,3.4350099563598597,3.51062989234924,3.2853000164032,3.86788010597229,4.096350193023681,4.3092999458313,4.719200134277339,4.42364978790283,4.784550189971919,5.10860013961792,4.95558023452759,4.98975992202759,5.36956977844238,
231,Thailand,THA,5.25345993041992,4.817870140075679,3.86491990089417,3.7256100177764906,4.03088998794556,3.93859004974365,4.05038022994995,3.60314989089966,3.5085000991821302,3.8619399070739706,3.5084400177002,4.80555009841919,4.53670978546143,4.12402009963989,,,,,,
232,Tajikistan,TJK,2.32871007919312,2.3765900135040297,2.77578997612,2.4207899570465097,2.77203011512756,3.51213002204895,3.4035000801086404,3.41326999664307,3.4598300457000697,4.0983099937439,4.00675010681152,3.93511009216309,4.01803016662598,,,5.23138999938965,,,,
233,Turkmenistan,TKM,,,,,,,,,,,,,3.04924988746643,,,,,,,
234,Latin America & the Caribbean (IDA & IBRD countries),TLA,3.6435199975967403,3.8391250371932997,3.7503700256347696,3.4589049816131605,3.5786600112915,,3.6690599918365496,3.6273200511932404,4.45810985565186,5.18794012069702,4.50743007659912,4.410675048828129,4.64307022094727,4.9415950775146396,4.99578499794007,4.93700504302979,4.618155002594,4.535510063171389,,
235,Timor-Leste,TLS,,,,,,,,,8.670590400695799,12.9034996032715,11.1076402664185,10.0756998062134,7.241869926452639,5.66715002059937,7.51547002792358,8.43325996398926,8.05193996429443,7.06049013137817,6.79295015335083,
236,Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,,,,4.46613502502441,,,,,,,,,,,
237,Tonga,TON,4.94077014923096,4.5325598716735795,3.7923200130462598,4.16012001037598,3.9080400466918905,,,,,,,,,,,,,,,
238,South Asia (IDA & IBRD),TSA,2.5501151084899902,,,3.11435008049011,2.55604004859924,3.18875002861023,2.76917994022369,2.63527011871338,2.74622988700867,2.5907800197601296,3.377690076828,2.84187996387482,2.38984990119934,2.97394990921021,3.08057498931885,2.95290994644165,3.4491999149322496,3.47919487953186,,
239,Sub-Saharan Africa (IDA & IBRD countries),TSS,2.80913496017456,3.4327199459075897,3.06089997291565,,3.10963010787964,3.5221800804138197,3.56625998020172,,3.2853000164032,3.61195003986359,3.53979992866516,3.21727502346039,3.4488450288772596,3.3275101184845,4.03524994850159,4.14809000492096,3.2576950788497903,4.03133010864258,4.3037650585174605,
240,Trinidad and Tobago,TTO,2.75565004348755,3.06528997421265,3.5430099964141806,3.1366000175476096,,,,,,,,,,,,,,,,
241,Tunisia,TUN,6.201980113983151,6.20182991027832,5.790030002593991,6.81673002243042,6.72077989578247,6.4515700340271,6.43859004974365,6.465519905090329,6.27219009399414,6.528480052948001,6.2548098564147905,,6.250370025634769,,,6.59601020812988,,,,
242,Turkey,TUR,2.52907991409302,2.6543400287628196,2.7489399909973105,2.8766300678253196,3.02020001411438,,2.7506299018859903,,,,,,,,,,,,,
243,Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,
244,Tanzania,TZA,,,,,3.56122994422913,3.54625010490417,3.00991988182068,4.03342008590698,4.18591022491455,3.9607601165771498,4.54169988632202,,,,3.38488006591797,,,4.4305100440979,3.69643998146057,
245,Uganda,UGA,2.461669921875,,,,4.95237016677856,,,,,,1.74151003360748,2.3176898956298797,1.8121600151062,1.88643002510071,1.9303599596023602,2.34049010276794,2.15535998344421,2.27204990386963,2.13052010536194,
246,Ukraine,UKR,4.1662302017211905,4.68506002426147,5.4386301040649405,5.60786008834839,5.31350994110107,6.064410209655759,6.21479988098145,6.15720987319946,6.43621015548706,7.31801986694336,,6.16237020492554,6.69232988357544,6.67165994644165,5.87493991851807,,5.0097799301147505,5.4122600555419895,,
