,LOCATION,Country,INDICATOR,SUBJECT,MEASURE,Year,Value_edu,Value_tu
384,ISL,Iceland,EDUADULT,BUPPSRY,PC_25_64,2014,26.743409999999997,90.4
385,ISL,Iceland,EDUADULT,TRY,PC_25_64,2014,37.088051,90.4
386,ISL,Iceland,EDUADULT,UPPSRY,PC_25_64,2014,36.168541,90.4
387,ISL,Iceland,EDUADULT,BUPPSRY,PC_25_64,2015,25.303907000000002,90.0
389,ISL,Iceland,EDUADULT,TRY,PC_25_64,2015,38.841152,90.0
391,ISL,Iceland,EDUADULT,UPPSRY,PC_25_64,2015,35.854942,90.0
393,ISL,Iceland,EDUADULT,BUPPSRY,PC_25_64,2016,22.001960999999998,89.8
395,ISL,Iceland,EDUADULT,TRY,PC_25_64,2016,40.475002,89.8
397,ISL,Iceland,EDUADULT,UPPSRY,PC_25_64,2016,37.523037,89.8
399,ISL,Iceland,EDUADULT,BUPPSRY,PC_25_64,2017,22.86241,91.0
400,ISL,Iceland,EDUADULT,TRY,PC_25_64,2017,42.38409,91.0
401,ISL,Iceland,EDUADULT,UPPSRY,PC_25_64,2017,34.753498,91.0
402,ISL,Iceland,EDUADULT,BUPPSRY,PC_25_64,2018,22.127008,91.8
404,ISL,Iceland,EDUADULT,TRY,PC_25_64,2018,43.749649,91.8
406,ISL,Iceland,EDUADULT,UPPSRY,PC_25_64,2018,34.123340999999996,91.8
408,IRL,Ireland,EDUADULT,BUPPSRY,PC_25_64,2009,28.832077,31.5
410,IRL,Ireland,EDUADULT,TRY,PC_25_64,2009,35.822323,31.5
412,IRL,Ireland,EDUADULT,UPPSRY,PC_25_64,2009,35.3456,31.5
414,IRL,Ireland,EDUADULT,BUPPSRY,PC_25_64,2010,27.225184999999996,33.5
416,IRL,Ireland,EDUADULT,TRY,PC_25_64,2010,37.584061,33.5
418,IRL,Ireland,EDUADULT,UPPSRY,PC_25_64,2010,35.190754,33.5
420,IRL,Ireland,EDUADULT,BUPPSRY,PC_25_64,2011,26.365326,32.7
422,IRL,Ireland,EDUADULT,TRY,PC_25_64,2011,38.162312,32.7
424,IRL,Ireland,EDUADULT,UPPSRY,PC_25_64,2011,35.472363,32.7
426,IRL,Ireland,EDUADULT,BUPPSRY,PC_25_64,2012,25.367115,30.1
427,IRL,Ireland,EDUADULT,TRY,PC_25_64,2012,39.69788,30.1
428,IRL,Ireland,EDUADULT,UPPSRY,PC_25_64,2012,34.935005,30.1
429,IRL,Ireland,EDUADULT,BUPPSRY,PC_25_64,2013,23.273964000000003,30.5
431,IRL,Ireland,EDUADULT,TRY,PC_25_64,2013,41.47068,30.5
433,IRL,Ireland,EDUADULT,UPPSRY,PC_25_64,2013,35.255356,30.5
435,IRL,Ireland,EDUADULT,BUPPSRY,PC_25_64,2014,21.187292000000003,26.3
436,IRL,Ireland,EDUADULT,TRY,PC_25_64,2014,40.967048999999996,26.3
437,IRL,Ireland,EDUADULT,UPPSRY,PC_25_64,2014,37.845661,26.3
438,IRL,Ireland,EDUADULT,BUPPSRY,PC_25_64,2015,20.182577,25.4
439,IRL,Ireland,EDUADULT,TRY,PC_25_64,2015,42.806118,25.4
440,IRL,Ireland,EDUADULT,UPPSRY,PC_25_64,2015,37.011307,25.4
441,IRL,Ireland,EDUADULT,BUPPSRY,PC_25_64,2017,17.994549,24.5
443,IRL,Ireland,EDUADULT,TRY,PC_25_64,2017,45.658970000000004,24.5
445,IRL,Ireland,EDUADULT,UPPSRY,PC_25_64,2017,36.346481,24.5
447,IRL,Ireland,EDUADULT,BUPPSRY,PC_25_64,2018,16.825432,24.1
448,IRL,Ireland,EDUADULT,TRY,PC_25_64,2018,46.935134999999995,24.1
449,IRL,Ireland,EDUADULT,UPPSRY,PC_25_64,2018,36.239433,24.1
450,ITA,Italy,EDUADULT,BUPPSRY,PC_25_64,2009,45.698818,34.7
451,ITA,Italy,EDUADULT,TRY,PC_25_64,2009,14.510798000000001,34.7
452,ITA,Italy,EDUADULT,UPPSRY,PC_25_64,2009,39.790382,34.7
453,ITA,Italy,EDUADULT,BUPPSRY,PC_25_64,2010,44.825645,35.5
454,ITA,Italy,EDUADULT,TRY,PC_25_64,2010,14.802574,35.5
455,ITA,Italy,EDUADULT,UPPSRY,PC_25_64,2010,40.37178,35.5
456,ITA,Italy,EDUADULT,BUPPSRY,PC_25_64,2011,43.971539,35.8
457,ITA,Italy,EDUADULT,TRY,PC_25_64,2011,14.935372000000001,35.8
458,ITA,Italy,EDUADULT,UPPSRY,PC_25_64,2011,41.093086,35.8
459,ITA,Italy,EDUADULT,BUPPSRY,PC_25_64,2012,42.763065000000005,36.3
460,ITA,Italy,EDUADULT,TRY,PC_25_64,2012,15.708264000000002,36.3
461,ITA,Italy,EDUADULT,UPPSRY,PC_25_64,2012,41.528671,36.3
462,ITA,Italy,EDUADULT,BUPPSRY,PC_25_64,2013,41.84333,36.8
463,ITA,Italy,EDUADULT,TRY,PC_25_64,2013,16.289694,36.8
464,ITA,Italy,EDUADULT,UPPSRY,PC_25_64,2013,41.866974,36.8
465,ITA,Italy,EDUADULT,BUPPSRY,PC_25_64,2014,40.693222,36.4
466,ITA,Italy,EDUADULT,TRY,PC_25_64,2014,16.910578,36.4
467,ITA,Italy,EDUADULT,UPPSRY,PC_25_64,2014,42.396198,36.4
468,ITA,Italy,EDUADULT,BUPPSRY,PC_25_64,2015,40.108776,35.7
469,ITA,Italy,EDUADULT,TRY,PC_25_64,2015,17.546457,35.7
470,ITA,Italy,EDUADULT,UPPSRY,PC_25_64,2015,42.344765,35.7
471,ITA,Italy,EDUADULT,BUPPSRY,PC_25_64,2016,39.856853,34.4
472,ITA,Italy,EDUADULT,TRY,PC_25_64,2016,17.723593,34.4
473,ITA,Italy,EDUADULT,UPPSRY,PC_25_64,2016,42.419556,34.4
474,ITA,Italy,EDUADULT,BUPPSRY,PC_25_64,2017,39.084484,34.3
475,ITA,Italy,EDUADULT,TRY,PC_25_64,2017,18.669672,34.3
476,ITA,Italy,EDUADULT,UPPSRY,PC_25_64,2017,42.245841999999996,34.3
477,ITA,Italy,EDUADULT,BUPPSRY,PC_25_64,2018,38.252495,34.4
478,ITA,Italy,EDUADULT,TRY,PC_25_64,2018,19.323732,34.4
479,ITA,Italy,EDUADULT,UPPSRY,PC_25_64,2018,42.423771,34.4
480,JPN,Japan,EDUADULT,TRY,PC_25_64,2009,43.764038,18.4
481,JPN,Japan,EDUADULT,TRY,PC_25_64,2010,44.809975,18.3
482,JPN,Japan,EDUADULT,TRY,PC_25_64,2011,46.364063,18.0
483,JPN,Japan,EDUADULT,TRY,PC_25_64,2012,46.619377,17.9
484,JPN,Japan,EDUADULT,TRY,PC_25_64,2013,47.311993,17.7
485,JPN,Japan,EDUADULT,TRY,PC_25_64,2014,48.185074,17.5
486,JPN,Japan,EDUADULT,TRY,PC_25_64,2015,49.541573,17.4
487,JPN,Japan,EDUADULT,TRY,PC_25_64,2016,50.496956,17.3
488,JPN,Japan,EDUADULT,TRY,PC_25_64,2017,51.440529,17.1
489,JPN,Japan,EDUADULT,TRY,PC_25_64,2018,51.928062,17.0
490,KOR,Korea,EDUADULT,BUPPSRY,PC_25_64,2009,19.37129,9.9
492,KOR,Korea,EDUADULT,TRY,PC_25_64,2009,38.470245,9.9
494,KOR,Korea,EDUADULT,UPPSRY,PC_25_64,2009,42.158466,9.9
496,KOR,Korea,EDUADULT,BUPPSRY,PC_25_64,2010,19.059269,9.6
498,KOR,Korea,EDUADULT,TRY,PC_25_64,2010,39.044632,9.6
500,KOR,Korea,EDUADULT,UPPSRY,PC_25_64,2010,41.896099,9.6
502,KOR,Korea,EDUADULT,BUPPSRY,PC_25_64,2011,18.535269,9.8
504,KOR,Korea,EDUADULT,TRY,PC_25_64,2011,40.381783,9.8
506,KOR,Korea,EDUADULT,UPPSRY,PC_25_64,2011,41.082951,9.8
508,KOR,Korea,EDUADULT,BUPPSRY,PC_25_64,2012,17.488157,9.9
510,KOR,Korea,EDUADULT,TRY,PC_25_64,2012,41.746613,9.9
512,KOR,Korea,EDUADULT,UPPSRY,PC_25_64,2012,40.765228,9.9
514,KOR,Korea,EDUADULT,BUPPSRY,PC_25_64,2013,16.277796,10.1
516,KOR,Korea,EDUADULT,TRY,PC_25_64,2013,43.075195,10.1
518,KOR,Korea,EDUADULT,UPPSRY,PC_25_64,2013,40.647007,10.1
520,KOR,Korea,EDUADULT,BUPPSRY,PC_25_64,2014,15.002967000000002,10.0
522,KOR,Korea,EDUADULT,TRY,PC_25_64,2014,44.49865,10.0
524,KOR,Korea,EDUADULT,UPPSRY,PC_25_64,2014,40.498385999999996,10.0
526,KOR,Korea,EDUADULT,BUPPSRY,PC_25_64,2015,14.229398000000002,10.0
528,KOR,Korea,EDUADULT,TRY,PC_25_64,2015,45.356678,10.0
530,KOR,Korea,EDUADULT,UPPSRY,PC_25_64,2015,40.413925,10.0
532,KOR,Korea,EDUADULT,BUPPSRY,PC_25_64,2016,13.227958,10.0
534,KOR,Korea,EDUADULT,TRY,PC_25_64,2016,46.643951,10.0
536,KOR,Korea,EDUADULT,UPPSRY,PC_25_64,2016,40.12809,10.0
538,KOR,Korea,EDUADULT,BUPPSRY,PC_25_64,2017,12.388158,10.5
540,KOR,Korea,EDUADULT,TRY,PC_25_64,2017,47.744724,10.5
542,KOR,Korea,EDUADULT,UPPSRY,PC_25_64,2017,39.867115000000005,10.5
544,LUX,Luxembourg,EDUADULT,BUPPSRY,PC_25_64,2009,22.655592000000002,35.9
545,LUX,Luxembourg,EDUADULT,TRY,PC_25_64,2009,34.795971,35.9
546,LUX,Luxembourg,EDUADULT,UPPSRY,PC_25_64,2009,42.548435,35.9
547,LUX,Luxembourg,EDUADULT,BUPPSRY,PC_25_64,2010,22.322315,35.1
549,LUX,Luxembourg,EDUADULT,TRY,PC_25_64,2010,35.475895,35.1
551,LUX,Luxembourg,EDUADULT,UPPSRY,PC_25_64,2010,42.20179,35.1
553,LUX,Luxembourg,EDUADULT,BUPPSRY,PC_25_64,2011,22.742352,35.1
555,LUX,Luxembourg,EDUADULT,TRY,PC_25_64,2011,37.034779,35.1
557,LUX,Luxembourg,EDUADULT,UPPSRY,PC_25_64,2011,40.22287,35.1
559,LUX,Luxembourg,EDUADULT,BUPPSRY,PC_25_64,2012,21.69751,35.3
561,LUX,Luxembourg,EDUADULT,TRY,PC_25_64,2012,39.110382,35.3
563,LUX,Luxembourg,EDUADULT,UPPSRY,PC_25_64,2012,39.192108000000005,35.3
565,LUX,Luxembourg,EDUADULT,BUPPSRY,PC_25_64,2013,19.512997,34.8
567,LUX,Luxembourg,EDUADULT,TRY,PC_25_64,2013,40.673241,34.8
569,LUX,Luxembourg,EDUADULT,UPPSRY,PC_25_64,2013,39.813763,34.8
571,LUX,Luxembourg,EDUADULT,BUPPSRY,PC_25_64,2014,18.023409,34.1
573,LUX,Luxembourg,EDUADULT,TRY,PC_25_64,2014,45.935593,34.1
575,LUX,Luxembourg,EDUADULT,UPPSRY,PC_25_64,2014,36.041,34.1
577,LUX,Luxembourg,EDUADULT,BUPPSRY,PC_25_64,2015,25.391632,33.3
578,LUX,Luxembourg,EDUADULT,TRY,PC_25_64,2015,39.794865,33.3
579,LUX,Luxembourg,EDUADULT,UPPSRY,PC_25_64,2015,34.813503000000004,33.3
580,LUX,Luxembourg,EDUADULT,BUPPSRY,PC_25_64,2016,21.180861,32.3
581,LUX,Luxembourg,EDUADULT,TRY,PC_25_64,2016,42.856003,32.3
582,LUX,Luxembourg,EDUADULT,UPPSRY,PC_25_64,2016,35.963139,32.3
583,LUX,Luxembourg,EDUADULT,BUPPSRY,PC_25_64,2017,23.302259,32.1
584,LUX,Luxembourg,EDUADULT,TRY,PC_25_64,2017,40.325737,32.1
585,LUX,Luxembourg,EDUADULT,UPPSRY,PC_25_64,2017,36.372005,32.1
586,LUX,Luxembourg,EDUADULT,BUPPSRY,PC_25_64,2018,22.764822,31.8
587,LUX,Luxembourg,EDUADULT,TRY,PC_25_64,2018,43.886856,31.8
588,LUX,Luxembourg,EDUADULT,UPPSRY,PC_25_64,2018,33.34832,31.8
589,MEX,Mexico,EDUADULT,BUPPSRY,PC_25_64,2009,68.709137,14.5
591,MEX,Mexico,EDUADULT,TRY,PC_25_64,2009,14.308426999999998,14.5
593,MEX,Mexico,EDUADULT,UPPSRY,PC_25_64,2009,16.982433,14.5
595,MEX,Mexico,EDUADULT,BUPPSRY,PC_25_64,2010,67.913872,13.8
597,MEX,Mexico,EDUADULT,TRY,PC_25_64,2010,14.654601000000001,13.8
599,MEX,Mexico,EDUADULT,UPPSRY,PC_25_64,2010,17.431528,13.8
601,MEX,Mexico,EDUADULT,BUPPSRY,PC_25_64,2011,66.860298,14.7
602,MEX,Mexico,EDUADULT,TRY,PC_25_64,2011,15.012248999999999,14.7
603,MEX,Mexico,EDUADULT,UPPSRY,PC_25_64,2011,18.127449,14.7
604,MEX,Mexico,EDUADULT,BUPPSRY,PC_25_64,2012,66.01434300000001,14.0
605,MEX,Mexico,EDUADULT,TRY,PC_25_64,2012,15.709545,14.0
606,MEX,Mexico,EDUADULT,UPPSRY,PC_25_64,2012,18.276107999999997,14.0
607,MEX,Mexico,EDUADULT,BUPPSRY,PC_25_64,2013,65.20922900000001,13.8
608,MEX,Mexico,EDUADULT,TRY,PC_25_64,2013,16.201829999999998,13.8
609,MEX,Mexico,EDUADULT,UPPSRY,PC_25_64,2013,18.58894,13.8
610,MEX,Mexico,EDUADULT,BUPPSRY,PC_25_64,2014,64.907104,13.6
611,MEX,Mexico,EDUADULT,TRY,PC_25_64,2014,15.996382999999998,13.6
612,MEX,Mexico,EDUADULT,UPPSRY,PC_25_64,2014,19.096510000000002,13.6
613,MEX,Mexico,EDUADULT,BUPPSRY,PC_25_64,2015,64.336807,13.1
614,MEX,Mexico,EDUADULT,TRY,PC_25_64,2015,16.278801,13.1
615,MEX,Mexico,EDUADULT,UPPSRY,PC_25_64,2015,19.38439,13.1
616,MEX,Mexico,EDUADULT,BUPPSRY,PC_25_64,2016,63.365210999999995,12.7
617,MEX,Mexico,EDUADULT,TRY,PC_25_64,2016,16.818604999999998,12.7
618,MEX,Mexico,EDUADULT,UPPSRY,PC_25_64,2016,19.816181,12.7
619,MEX,Mexico,EDUADULT,BUPPSRY,PC_25_64,2017,62.338387,12.5
620,MEX,Mexico,EDUADULT,TRY,PC_25_64,2017,17.418995000000002,12.5
621,MEX,Mexico,EDUADULT,UPPSRY,PC_25_64,2017,20.242617000000003,12.5
622,MEX,Mexico,EDUADULT,BUPPSRY,PC_25_64,2018,60.853703,12.0
623,MEX,Mexico,EDUADULT,TRY,PC_25_64,2018,17.979799,12.0
624,MEX,Mexico,EDUADULT,UPPSRY,PC_25_64,2018,21.166498,12.0
625,NLD,Netherlands,EDUADULT,BUPPSRY,PC_25_64,2009,26.604006,19.1
627,NLD,Netherlands,EDUADULT,TRY,PC_25_64,2009,32.785396999999996,19.1
629,NLD,Netherlands,EDUADULT,UPPSRY,PC_25_64,2009,40.6106,19.1
631,NLD,Netherlands,EDUADULT,BUPPSRY,PC_25_64,2010,27.026422999999998,18.6
633,NLD,Netherlands,EDUADULT,TRY,PC_25_64,2010,32.389164,18.6
635,NLD,Netherlands,EDUADULT,UPPSRY,PC_25_64,2010,40.584415,18.6
637,NLD,Netherlands,EDUADULT,BUPPSRY,PC_25_64,2011,27.715985999999997,18.4
639,NLD,Netherlands,EDUADULT,TRY,PC_25_64,2011,32.041344,18.4
641,NLD,Netherlands,EDUADULT,UPPSRY,PC_25_64,2011,40.242668,18.4
643,NLD,Netherlands,EDUADULT,BUPPSRY,PC_25_64,2012,26.576496000000002,17.9
645,NLD,Netherlands,EDUADULT,TRY,PC_25_64,2012,34.398334999999996,17.9
647,NLD,Netherlands,EDUADULT,UPPSRY,PC_25_64,2012,39.025169,17.9
649,NLD,Netherlands,EDUADULT,BUPPSRY,PC_25_64,2013,24.204819,17.8
651,NLD,Netherlands,EDUADULT,TRY,PC_25_64,2013,33.869305,17.8
653,NLD,Netherlands,EDUADULT,UPPSRY,PC_25_64,2013,41.925877,17.8
655,NLD,Netherlands,EDUADULT,BUPPSRY,PC_25_64,2014,24.098568,18.1
656,NLD,Netherlands,EDUADULT,TRY,PC_25_64,2014,34.419815,18.1
657,NLD,Netherlands,EDUADULT,UPPSRY,PC_25_64,2014,41.481617,18.1
658,NLD,Netherlands,EDUADULT,BUPPSRY,PC_25_64,2015,23.600424,17.7
659,NLD,Netherlands,EDUADULT,TRY,PC_25_64,2015,35.330765,17.7
660,NLD,Netherlands,EDUADULT,UPPSRY,PC_25_64,2015,41.06881,17.7
661,NLD,Netherlands,EDUADULT,BUPPSRY,PC_25_64,2016,22.9333,17.3
662,NLD,Netherlands,EDUADULT,TRY,PC_25_64,2016,35.999168,17.3
663,NLD,Netherlands,EDUADULT,UPPSRY,PC_25_64,2016,41.067532,17.3
664,NLD,Netherlands,EDUADULT,BUPPSRY,PC_25_64,2017,21.618059,16.8
665,NLD,Netherlands,EDUADULT,TRY,PC_25_64,2017,37.16811,16.8
666,NLD,Netherlands,EDUADULT,UPPSRY,PC_25_64,2017,41.213829,16.8
667,NLD,Netherlands,EDUADULT,BUPPSRY,PC_25_64,2018,20.976793,16.4
668,NLD,Netherlands,EDUADULT,TRY,PC_25_64,2018,38.343895,16.4
669,NLD,Netherlands,EDUADULT,UPPSRY,PC_25_64,2018,40.67931,16.4
670,NZL,New Zealand,EDUADULT,BUPPSRY,PC_25_64,2009,27.84214,21.5
671,NZL,New Zealand,EDUADULT,BUPPSRY,PC_25_64,2010,26.960302000000002,21.4
672,NZL,New Zealand,EDUADULT,BUPPSRY,PC_25_64,2011,25.886049,20.5
673,NZL,New Zealand,EDUADULT,BUPPSRY,PC_25_64,2012,25.939383,20.3
674,NZL,New Zealand,EDUADULT,BUPPSRY,PC_25_64,2013,28.640007,19.5
675,NZL,New Zealand,EDUADULT,BUPPSRY,PC_25_64,2014,25.924784,18.5
676,NZL,New Zealand,EDUADULT,TRY,PC_25_64,2014,35.628941,18.5
677,NZL,New Zealand,EDUADULT,UPPSRY,PC_25_64,2014,38.446278,18.5
678,NZL,New Zealand,EDUADULT,BUPPSRY,PC_25_64,2015,25.277622,17.9
679,NZL,New Zealand,EDUADULT,TRY,PC_25_64,2015,34.040531,17.9
680,NZL,New Zealand,EDUADULT,UPPSRY,PC_25_64,2015,40.681847,17.9
681,NZL,New Zealand,EDUADULT,BUPPSRY,PC_25_64,2016,23.423424,18.3
683,NZL,New Zealand,EDUADULT,TRY,PC_25_64,2016,36.275139,18.3
685,NZL,New Zealand,EDUADULT,UPPSRY,PC_25_64,2016,40.301437,18.3
687,NZL,New Zealand,EDUADULT,BUPPSRY,PC_25_64,2017,21.118554999999997,18.7
689,NZL,New Zealand,EDUADULT,TRY,PC_25_64,2017,37.730431,18.7
691,NZL,New Zealand,EDUADULT,UPPSRY,PC_25_64,2017,41.151012,18.7
693,NZL,New Zealand,EDUADULT,BUPPSRY,PC_25_64,2018,19.542797,18.8
694,NZL,New Zealand,EDUADULT,TRY,PC_25_64,2018,39.292675,18.8
695,NZL,New Zealand,EDUADULT,UPPSRY,PC_25_64,2018,41.164528000000004,18.8
696,NOR,Norway,EDUADULT,BUPPSRY,PC_25_64,2009,19.276142,49.8
697,NOR,Norway,EDUADULT,TRY,PC_25_64,2009,36.698498,49.8
698,NOR,Norway,EDUADULT,UPPSRY,PC_25_64,2009,44.02536,49.8
699,NOR,Norway,EDUADULT,BUPPSRY,PC_25_64,2010,19.372442000000003,50.0
700,NOR,Norway,EDUADULT,TRY,PC_25_64,2010,37.284328,50.0
701,NOR,Norway,EDUADULT,UPPSRY,PC_25_64,2010,43.343231,50.0
702,NOR,Norway,EDUADULT,BUPPSRY,PC_25_64,2011,18.103582,49.3
703,NOR,Norway,EDUADULT,TRY,PC_25_64,2011,38.053513,49.3
704,NOR,Norway,EDUADULT,UPPSRY,PC_25_64,2011,43.842903,49.3
705,NOR,Norway,EDUADULT,BUPPSRY,PC_25_64,2012,17.945995,49.3
706,NOR,Norway,EDUADULT,TRY,PC_25_64,2012,38.561893,49.3
707,NOR,Norway,EDUADULT,UPPSRY,PC_25_64,2012,43.492111,49.3
708,NOR,Norway,EDUADULT,BUPPSRY,PC_25_64,2013,17.591412,49.3
710,NOR,Norway,EDUADULT,TRY,PC_25_64,2013,39.770252,49.3
712,NOR,Norway,EDUADULT,UPPSRY,PC_25_64,2013,42.638335999999995,49.3
714,NOR,Norway,EDUADULT,BUPPSRY,PC_25_64,2014,18.052679,49.7
716,NOR,Norway,EDUADULT,TRY,PC_25_64,2014,41.757915000000004,49.7
718,NOR,Norway,EDUADULT,UPPSRY,PC_25_64,2014,40.189403999999996,49.7
720,NOR,Norway,EDUADULT,BUPPSRY,PC_25_64,2015,17.628135999999998,49.3
721,NOR,Norway,EDUADULT,TRY,PC_25_64,2015,42.706734000000004,49.3
722,NOR,Norway,EDUADULT,UPPSRY,PC_25_64,2015,39.665131,49.3
723,NOR,Norway,EDUADULT,BUPPSRY,PC_25_64,2016,17.761009,49.3
725,NOR,Norway,EDUADULT,TRY,PC_25_64,2016,43.016758,49.3
727,NOR,Norway,EDUADULT,UPPSRY,PC_25_64,2016,39.222229,49.3
729,NOR,Norway,EDUADULT,BUPPSRY,PC_25_64,2017,18.030542,49.3
731,NOR,Norway,EDUADULT,TRY,PC_25_64,2017,43.207031,49.3
733,NOR,Norway,EDUADULT,UPPSRY,PC_25_64,2017,38.762423999999996,49.3
735,NOR,Norway,EDUADULT,BUPPSRY,PC_25_64,2018,17.522373,49.2
736,NOR,Norway,EDUADULT,TRY,PC_25_64,2018,43.575832,49.2
737,NOR,Norway,EDUADULT,UPPSRY,PC_25_64,2018,38.901794,49.2
738,POL,Poland,EDUADULT,BUPPSRY,PC_25_64,2009,12.027865,16.3
739,POL,Poland,EDUADULT,TRY,PC_25_64,2009,21.150869,16.3
740,POL,Poland,EDUADULT,UPPSRY,PC_25_64,2009,66.82126600000001,16.3
741,POL,Poland,EDUADULT,BUPPSRY,PC_25_64,2010,11.485272,18.3
742,POL,Poland,EDUADULT,TRY,PC_25_64,2010,22.468407,18.3
743,POL,Poland,EDUADULT,UPPSRY,PC_25_64,2010,66.046318,18.3
744,POL,Poland,EDUADULT,BUPPSRY,PC_25_64,2011,11.087381,17.0
745,POL,Poland,EDUADULT,TRY,PC_25_64,2011,23.283596,17.0
746,POL,Poland,EDUADULT,UPPSRY,PC_25_64,2011,65.629021,17.0
747,POL,Poland,EDUADULT,BUPPSRY,PC_25_64,2012,10.402209,15.4
748,POL,Poland,EDUADULT,TRY,PC_25_64,2012,24.512804,15.4
749,POL,Poland,EDUADULT,UPPSRY,PC_25_64,2012,65.08498399999999,15.4
750,POL,Poland,EDUADULT,BUPPSRY,PC_25_64,2014,9.4829636,15.0
751,POL,Poland,EDUADULT,TRY,PC_25_64,2014,26.995473999999998,15.0
752,POL,Poland,EDUADULT,UPPSRY,PC_25_64,2014,63.521564,15.0
753,POL,Poland,EDUADULT,BUPPSRY,PC_25_64,2016,8.6792269,12.7
754,POL,Poland,EDUADULT,TRY,PC_25_64,2016,28.711192999999998,12.7
755,POL,Poland,EDUADULT,UPPSRY,PC_25_64,2016,62.609581000000006,12.7
756,PRT,Portugal,EDUADULT,BUPPSRY,PC_25_64,2010,68.082458,19.6
757,PRT,Portugal,EDUADULT,TRY,PC_25_64,2010,15.445285,19.6
758,PRT,Portugal,EDUADULT,UPPSRY,PC_25_64,2010,16.472258,19.6
759,PRT,Portugal,EDUADULT,BUPPSRY,PC_25_64,2011,64.972481,18.7
760,PRT,Portugal,EDUADULT,TRY,PC_25_64,2011,17.25703,18.7
761,PRT,Portugal,EDUADULT,UPPSRY,PC_25_64,2011,17.770487,18.7
762,PRT,Portugal,EDUADULT,BUPPSRY,PC_25_64,2015,54.877064000000004,16.1
763,PRT,Portugal,EDUADULT,TRY,PC_25_64,2015,22.857506,16.1
764,PRT,Portugal,EDUADULT,UPPSRY,PC_25_64,2015,22.26543,16.1
765,PRT,Portugal,EDUADULT,BUPPSRY,PC_25_64,2016,53.091141,15.3
766,PRT,Portugal,EDUADULT,TRY,PC_25_64,2016,23.847389,15.3
767,PRT,Portugal,EDUADULT,UPPSRY,PC_25_64,2016,23.06147,15.3
768,SVK,Slovak Republic,EDUADULT,BUPPSRY,PC_25_64,2009,9.0549088,16.0
769,SVK,Slovak Republic,EDUADULT,TRY,PC_25_64,2009,15.762831,16.0
770,SVK,Slovak Republic,EDUADULT,UPPSRY,PC_25_64,2009,75.182259,16.0
771,SVK,Slovak Republic,EDUADULT,BUPPSRY,PC_25_64,2010,9.034791,15.2
772,SVK,Slovak Republic,EDUADULT,TRY,PC_25_64,2010,17.327984,15.2
773,SVK,Slovak Republic,EDUADULT,UPPSRY,PC_25_64,2010,73.63723,15.2
774,SVK,Slovak Republic,EDUADULT,BUPPSRY,PC_25_64,2011,8.738518699999998,14.1
775,SVK,Slovak Republic,EDUADULT,TRY,PC_25_64,2011,18.617317,14.1
776,SVK,Slovak Republic,EDUADULT,UPPSRY,PC_25_64,2011,72.644165,14.1
777,SVK,Slovak Republic,EDUADULT,BUPPSRY,PC_25_64,2012,8.2851295,13.6
778,SVK,Slovak Republic,EDUADULT,TRY,PC_25_64,2012,18.979084,13.6
779,SVK,Slovak Republic,EDUADULT,UPPSRY,PC_25_64,2012,72.735786,13.6
780,SVK,Slovak Republic,EDUADULT,BUPPSRY,PC_25_64,2013,8.2006197,13.3
781,SVK,Slovak Republic,EDUADULT,TRY,PC_25_64,2013,19.87734,13.3
782,SVK,Slovak Republic,EDUADULT,UPPSRY,PC_25_64,2013,71.922043,13.3
783,SVK,Slovak Republic,EDUADULT,BUPPSRY,PC_25_64,2014,9.1611462,12.8
784,SVK,Slovak Republic,EDUADULT,TRY,PC_25_64,2014,20.379578,12.8
785,SVK,Slovak Republic,EDUADULT,UPPSRY,PC_25_64,2014,70.459274,12.8
786,SVK,Slovak Republic,EDUADULT,BUPPSRY,PC_25_64,2015,8.7147398,11.7
787,SVK,Slovak Republic,EDUADULT,TRY,PC_25_64,2015,21.149881,11.7
788,SVK,Slovak Republic,EDUADULT,UPPSRY,PC_25_64,2015,70.13537600000001,11.7
789,SVK,Slovak Republic,EDUADULT,BUPPSRY,PC_25_64,2016,8.2509651,10.7
790,SVK,Slovak Republic,EDUADULT,TRY,PC_25_64,2016,21.979519,10.7
791,SVK,Slovak Republic,EDUADULT,UPPSRY,PC_25_64,2016,69.76951600000001,10.7
792,ESP,Spain,EDUADULT,BUPPSRY,PC_25_64,2009,48.375060999999995,18.3
794,ESP,Spain,EDUADULT,TRY,PC_25_64,2009,29.989544,18.3
796,ESP,Spain,EDUADULT,UPPSRY,PC_25_64,2009,21.635395000000003,18.3
798,ESP,Spain,EDUADULT,BUPPSRY,PC_25_64,2010,47.127037,18.3
800,ESP,Spain,EDUADULT,TRY,PC_25_64,2010,31.016668,18.3
802,ESP,Spain,EDUADULT,UPPSRY,PC_25_64,2010,21.856297,18.3
804,ESP,Spain,EDUADULT,BUPPSRY,PC_25_64,2011,45.960678,17.9
805,ESP,Spain,EDUADULT,TRY,PC_25_64,2011,31.914559999999998,17.9
806,ESP,Spain,EDUADULT,UPPSRY,PC_25_64,2011,22.124760000000002,17.9
807,ESP,Spain,EDUADULT,BUPPSRY,PC_25_64,2012,45.344112,18.2
808,ESP,Spain,EDUADULT,TRY,PC_25_64,2012,32.649994,18.2
809,ESP,Spain,EDUADULT,UPPSRY,PC_25_64,2012,22.005894,18.2
810,ESP,Spain,EDUADULT,BUPPSRY,PC_25_64,2013,44.545615999999995,17.9
